	word	surprisal	item	sent_id	sent_pos	zone	length	freq
147	matter	19.74695	1	4	27	148	6	6128
148	of	12.39895	1	4	28	149	2	2750306
149	legend.	35.6994	1	4	29	150	7	0
150	There	8.584800000000001	1	5	1	151	5	28528
151	was	14.398900000000001	1	5	2	152	3	1080224
152	once,	35.2434	1	5	3	153	5	0
153	legend	18.846	1	5	4	154	6	1843
154	has	15.238299999999999	1	5	5	155	3	151408
155	it,	34.327	1	5	6	156	3	0
156	a	12.5953	1	5	7	157	1	1684274
157	fearsome	41.54045	1	5	8	158	8	108
158	boar,	43.66505	1	5	9	159	5	0
159	which	16.670650000000002	1	5	10	160	5	276783
160	lived	21.269550000000002	1	5	11	161	5	8957
161	in	11.86215	1	5	12	162	2	1903316
162	a	12.1353	1	5	13	163	1	1684274
163	wood	20.65795	1	5	14	164	4	3228
164	located	18.82	1	5	15	165	7	17206
165	just	18.03165	1	5	16	166	4	32345
166	outside	17.7419	1	5	17	167	7	12548
167	the	9.02935	1	5	18	168	3	5611464
168	manor	22.89545	1	5	19	169	5	974
169	of	12.2265	1	5	20	170	2	2750306
170	Bradford.	34.160849999999996	1	5	21	171	9	0
171	A	6.22415	1	6	1	172	1	96615
172	source	20.52705	1	6	2	173	6	7393
173	of	12.42895	1	6	3	174	2	2750306
174	great	17.7554	1	6	4	175	5	19046
175	trouble	23.63355	1	6	5	176	7	2134
176	to	13.0489	1	6	6	177	2	1988038
177	the	8.971	1	6	7	178	3	5611464
178	local	16.79335	1	6	8	179	5	25510
179	folk	19.8556	1	6	9	180	4	2757
180	the	9.235800000000001	1	6	10	181	3	5611464
181	boar	25.0882	1	6	11	182	4	199
182	was,	33.2541	1	6	12	183	4	0
183	bringing	19.0078	1	6	13	184	8	3632
184	terror	21.368850000000002	1	6	14	185	6	598
185	to	13.0291	1	6	15	186	2	1988038
186	the	8.971	1	6	16	187	3	5611464
187	peaceful	19.95465	1	6	17	188	8	999
188	flocks	23.7456	1	6	18	189	6	409
189	and	12.90355	1	6	19	190	3	2510744
190	ravaging	40.132850000000005	1	6	20	191	8	64
191	the	8.97175	1	6	21	192	3	5611464
192	countryside	23.23445	1	6	22	193	11	1046
193	around.	33.07755	1	6	23	194	7	0
194	Even	10.825399999999998	1	7	1	195	4	4255
195	worse,	42.01415	1	7	2	196	6	0
196	however,	36.59145	1	7	3	197	8	0
197	the	9.2863	1	7	4	198	3	5611464
198	boar	25.0882	1	7	5	199	4	199
199	most	16.189700000000002	1	7	6	200	4	84925
200	liked	22.65985	1	7	7	201	5	2549
201	to	12.7741	1	7	8	202	2	1988038
202	go	19.85325	1	7	9	203	2	14475
203	to	12.94895	1	7	10	204	2	1988038
204	the	8.971	1	7	11	205	3	5611464
205	well	16.992199999999997	1	7	12	206	4	61873
206	that	16.3059	1	7	13	207	4	682579
207	was	14.50295	1	7	14	208	3	1080224
208	in	12.14695	1	7	15	209	2	1903316
209	the	8.73215	1	7	16	210	3	5611464
210	wood	20.5218	1	7	17	211	4	3228
211	and	13.0191	1	7	18	212	3	2510744
212	drink	22.94975	1	7	19	213	5	1494
213	its	15.136400000000002	1	7	20	214	3	175682
214	fresh	20.2183	1	7	21	215	5	2823
215	water,	37.6148	1	7	22	216	6	0
216	so	18.1056	1	7	23	217	2	54126
217	that	16.2675	1	7	24	218	4	682579
218	the	9.0549	1	7	25	219	3	5611464
219	people	16.304949999999998	1	7	26	220	6	44751
220	of	12.2273	1	7	27	221	2	2750306
221	Bradford	17.4469	1	7	28	222	8	970
222	had	16.8068	1	7	29	223	3	293952
223	second	16.73635	1	7	30	224	6	67095
224	thoughts	20.158749999999998	1	7	31	225	8	1171
225	about	15.484449999999999	1	7	32	226	5	90601
226	visiting	20.125999999999998	1	7	33	227	8	2321
227	the	8.94745	1	7	34	228	3	5611464
228	well.	33.6578	1	7	35	229	5	0
229	That	10.8775	1	8	1	230	4	11528
230	the	9.0724	1	8	2	231	3	5611464
231	people	16.304949999999998	1	8	3	232	6	44751
232	of	12.2273	1	8	4	233	2	2750306
233	Bradford	17.4469	1	8	5	234	8	970
234	bore	18.64105	1	8	6	235	4	1276
235	the	8.999649999999999	1	8	7	236	3	5611464
236	brunt	21.0203	1	8	8	237	5	172
237	of	12.3403	1	8	9	238	2	2750306
238	the	8.523950000000001	1	8	10	239	3	5611464
239	beast's	57.8922	1	8	11	240	7	0
240	ferocity	43.56925	1	8	12	241	8	107
241	was	14.52325	1	8	13	242	3	1080224
242	unfair	22.168100000000003	1	8	14	243	6	436
243	in	11.948450000000001	1	8	15	244	2	1903316
244	the	8.73215	1	8	16	245	3	5611464
245	eyes	21.042650000000002	1	8	17	246	4	4499
246	of	12.412199999999999	1	8	18	247	2	2750306
247	the	8.523950000000001	1	8	19	248	3	5611464
248	people	16.304949999999998	1	8	20	249	6	44751
249	of	12.2273	1	8	21	250	2	2750306
250	the	8.523950000000001	1	8	22	251	3	5611464
251	region.	35.78035	1	8	23	252	7	0
252	Eventually,	33.213300000000004	1	9	1	253	11	0
253	the	9.2863	1	9	2	254	3	5611464
254	issue	20.18995	1	9	3	255	5	11268
255	reached	18.7919	1	9	4	256	7	19666
256	the	8.8442	1	9	5	257	3	5611464
257	ears	23.01945	1	9	6	258	4	1059
258	of	12.405349999999999	1	9	7	259	2	2750306
259	the	8.523950000000001	1	9	8	260	3	5611464
260	kindly	23.7883	1	9	9	261	6	147
261	Lord	13.773	1	9	10	262	4	9078
262	of	12.58745	1	9	11	263	2	2750306
263	the	8.523950000000001	1	9	12	264	3	5611464
264	Manor	17.2216	1	9	13	265	5	1110
265	who	17.107999999999997	1	9	14	266	3	155994
266	the	9.0778	1	9	15	267	3	5611464
267	people	16.304949999999998	1	9	16	268	6	44751
268	had	16.145699999999998	1	9	17	269	3	293952
269	often	16.0211	1	9	18	270	5	27524
270	asked	18.86	1	9	19	271	5	11868
271	for	14.02695	1	9	20	272	3	677963
272	help.	37.650549999999996	1	9	21	273	5	0
273	The	2.4707	1	10	1	274	3	857972
274	Lord	13.7249	1	10	2	275	4	9078
275	saw	18.72895	1	10	3	276	3	16323
276	the	8.859950000000001	1	10	4	277	3	5611464
277	severity	20.594900000000003	1	10	5	278	8	619
278	of	12.11155	1	10	6	279	2	2750306
279	the	8.523950000000001	1	10	7	280	3	5611464
280	problem	20.57965	1	10	8	281	7	5886
281	the	9.149750000000001	1	10	9	282	3	5611464
282	people	16.304949999999998	1	10	10	283	6	44751
283	faced	18.87025	1	10	11	284	5	5898
284	and	13.0063	1	10	12	285	3	2510744
285	suggested	20.0163	1	10	13	286	9	10959
286	a	12.2541	1	10	14	287	1	1684274
287	contest	21.1363	1	10	15	288	7	3369
288	could	19.938200000000002	1	10	16	289	5	54183
289	solve	22.404	1	10	17	290	5	1044
290	the	9.0524	1	10	18	291	3	5611464
291	problem.	37.3412	1	10	19	292	8	0
292	He	9.526250000000001	1	11	1	293	2	141829
293	said	18.9269	1	11	2	294	4	56426
294	that	16.2552	1	11	3	295	4	682579
295	whoever	20.6077	1	11	4	296	7	261
296	could	19.7438	1	11	5	297	5	54183
297	kill	20.9589	1	11	6	298	4	5158
298	the	9.0086	1	11	7	299	3	5611464
299	boar	25.0882	1	11	8	300	4	199
300	and	12.9605	1	11	9	301	3	2510744
301	bring	19.00145	1	11	10	302	5	6188
302	as	13.0835	1	11	11	303	2	677897
303	proof	22.42085	1	11	12	304	5	1522
304	its	15.16715	1	11	13	305	3	175682
305	head	17.999850000000002	1	11	14	306	4	19105
306	to	13.04395	1	11	15	307	2	1988038
307	the	8.971	1	11	16	308	3	5611464
308	Manor	17.2216	1	11	17	309	5	1110
309	House	13.75265	1	11	18	310	5	16690
310	would	18.36065	1	11	19	311	5	126894
311	be	18.018250000000002	1	11	20	312	2	235932
312	rewarded	21.5019	1	11	21	313	8	721
313	with	14.22515	1	11	22	314	4	634654
314	land	18.97905	1	11	23	315	4	19695
315	and	13.09285	1	11	24	316	3	2510744
316	fame.	36.291	1	11	25	317	5	0
317	It	6.88535	1	12	1	318	2	119805
318	was	14.3941	1	12	2	319	3	1080224
319	the	8.99605	1	12	3	320	3	5611464
320	people	16.304949999999998	1	12	4	321	6	44751
321	of	12.2273	1	12	5	322	2	2750306
322	Bradford	17.4469	1	12	6	323	8	970
323	and	12.95625	1	12	7	324	3	2510744
324	the	8.86945	1	12	8	325	3	5611464
325	people	16.304949999999998	1	12	9	326	6	44751
326	who	16.7823	1	12	10	327	3	155994
327	knew	21.1774	1	12	11	328	4	4610
328	them	18.83545	1	12	12	329	4	68991
329	who	17.0604	1	12	13	330	3	155994
330	rejoiced	59.6214	1	12	14	331	8	42
331	at	12.2451	1	12	15	332	2	419116
332	this	15.973299999999998	1	12	16	333	4	146224
333	proclamation	21.38905	1	12	17	334	12	511
334	but	17.17775	1	12	18	335	3	204206
335	one	14.96945	1	12	19	336	3	164177
336	question	19.53795	1	12	20	337	8	4807
337	remained:	48.32435	1	12	21	338	9	0
338	who	17.05775	1	12	22	339	3	155994
339	would	18.27285	1	12	23	340	5	126894
340	kill	20.91105	1	12	24	341	4	5158
341	the	9.0086	1	12	25	342	3	5611464
342	boar?	54.2669	1	12	26	343	5	0
343	By	8.48315	1	12	27	344	2	30221
344	the	8.866900000000001	1	12	28	345	3	5611464
345	handsome	21.84415	1	12	29	346	8	441
346	reward	22.95335	1	12	30	347	6	1019
347	many	14.9902	1	12	31	348	4	56177
348	felt	20.028100000000002	1	12	32	349	4	19834
349	tempted,	41.45725	1	12	33	350	8	0
350	but	17.318399999999997	1	12	34	351	3	204206
351	the	9.15585	1	12	35	352	3	5611464
352	thought	19.8827	1	12	36	353	7	17743
353	of	12.3612	1	12	37	354	2	2750306
354	the	8.523950000000001	1	12	38	355	3	5611464
355	boar	25.0882	1	12	39	356	4	199
356	with	14.44665	1	12	40	357	4	634654
357	its	14.6848	1	12	41	358	3	175682
358	deadly	21.32025	1	12	42	359	6	734
359	tusks	23.65515	1	12	43	360	5	205
360	and	12.97615	1	12	44	361	3	2510744
361	face	20.40815	1	12	45	362	4	9632
362	like	17.10635	1	12	46	363	4	43911
363	thunder	20.9145	1	12	47	364	7	204
364	soon	20.05115	1	12	48	365	4	14029
365	put	18.646349999999998	1	12	49	366	3	15071
366	an	13.83435	1	12	50	367	2	307522
367	end	19.150399999999998	1	12	51	368	3	46079
368	to	12.91995	1	12	52	369	2	1988038
369	their	16.2053	1	12	53	370	5	187293
370	ambitions.	39.410250000000005	1	12	54	371	10	0
371	However,	29.0026	1	13	1	372	8	0
372	there	15.58925	1	13	2	373	5	62555
373	was	14.363699999999998	1	13	3	374	3	1080224
374	one	14.766300000000001	1	13	4	375	3	164177
375	huntsman,	58.864850000000004	1	13	5	376	9	0
376	who	17.18535	1	13	6	377	3	155994
377	was	14.408249999999999	1	13	7	378	3	1080224
378	still	18.1533	1	13	8	379	5	30479
379	wet	19.7866	1	13	9	380	3	1670
380	behind	18.00795	1	13	10	381	6	16452
381	the	8.9606	1	13	11	382	3	5611464
382	ears,	41.65305	1	13	12	383	5	0
383	who	17.18535	1	13	13	384	3	155994
384	decided	20.28015	1	13	14	385	7	17431
385	the	9.200149999999999	1	13	15	386	3	5611464
386	prize	22.5467	1	13	16	387	5	2076
387	was	14.517949999999999	1	13	17	388	3	1080224
388	worth	22.11045	1	13	18	389	5	3561
389	a	12.31355	1	13	19	390	1	1684274
390	shot,	38.47635	1	13	20	391	5	0
391	in	12.18115	1	13	21	392	2	1903316
392	spite	20.286450000000002	1	13	22	393	5	1372
393	of	12.430150000000001	1	13	23	394	2	2750306
394	the	8.523950000000001	1	13	24	395	3	5611464
395	boar's	60.0132	1	13	25	396	6	0
396	reputation.	36.13485	1	13	26	397	11	0
397	The	2.4707	1	14	1	398	3	857972
398	huntsman	40.09995000000001	1	14	2	399	8	25
399	discovered	19.683500000000002	1	14	3	400	10	9074
400	the	9.01425	1	14	4	401	3	5611464
401	boar	25.0882	1	14	5	402	4	199
402	preferred	22.003100000000003	1	14	6	403	9	3038
403	to	12.8334	1	14	7	404	2	1988038
404	come	20.1813	1	14	8	405	4	12335
405	out	17.6321	1	14	9	406	3	91010
406	in	11.931000000000001	1	14	10	407	2	1903316
407	the	8.73215	1	14	11	408	3	5611464
408	middle	17.77285	1	14	12	409	6	8071
409	of	12.3717	1	14	13	410	2	2750306
410	the	8.523950000000001	1	14	14	411	3	5611464
411	day.	34.578900000000004	1	14	15	412	4	4
412	So	12.11685	1	15	1	413	2	4113
413	he	17.47775	1	15	2	414	2	319750
414	went	20.06945	1	15	3	415	4	23312
415	to	12.84215	1	15	4	416	2	1988038
416	the	8.971	1	15	5	417	3	5611464
417	wood	20.5218	1	15	6	418	4	3228
418	by	12.8558	1	15	7	419	2	603586
419	the	8.79705	1	15	8	420	3	5611464
420	well	16.992199999999997	1	15	9	421	4	61873
421	with	14.34235	1	15	10	422	4	634654
422	his	13.3614	1	15	11	423	3	438174
423	good	19.0626	1	15	12	424	4	19530
424	bow,	39.95625	1	15	13	425	4	0
425	to	13.1706	1	15	14	426	2	1988038
426	bide	31.914099999999998	1	15	15	427	4	11
427	his	13.65795	1	15	16	428	3	438174
428	time.	37.24995	1	15	17	429	5	0
429	Around	11.015899999999998	1	16	1	430	6	3564
430	noontime,	71.8052	1	16	2	431	9	0
431	the	9.2863	1	16	3	432	3	5611464
432	boar,	43.6443	1	16	4	433	5	0
433	feared	21.6822	1	16	5	434	6	1786
434	by	12.6449	1	16	6	435	2	603586
435	the	8.79705	1	16	7	436	3	5611464
436	locals,	39.83645	1	16	8	437	7	0
437	came	19.36685	1	16	9	438	4	27108
438	out,	36.197199999999995	1	16	10	439	4	0
439	as	13.08225	1	16	11	440	2	677897
440	slow	18.0393	1	16	12	441	4	5438
441	as	13.015799999999999	1	16	13	442	2	677897
442	a	12.200949999999999	1	16	14	443	1	1684274
443	snail,	41.298100000000005	1	16	15	444	6	0
444	from	15.000449999999999	1	16	16	445	4	433874
445	among	17.04835	1	16	17	446	5	24817
446	the	8.7933	1	16	18	447	3	5611464
447	trees,	38.97835	1	16	19	448	6	0
448	just	18.176650000000002	1	16	20	449	4	32345
449	as	12.9207	1	16	21	450	2	677897
450	the	8.921299999999999	1	16	22	451	3	5611464
451	huntsman	40.04615	1	16	23	452	8	25
452	had	16.3174	1	16	24	453	3	293952
453	predicted.	36.02425	1	16	25	454	10	0
454	The	2.4707	1	17	1	455	3	857972
455	huntsman	40.09995000000001	1	17	2	456	8	25
456	leaped	37.6867	1	17	3	457	6	65
457	from	14.9199	1	17	4	458	4	433874
458	his	13.3957	1	17	5	459	3	438174
459	hiding	22.822200000000002	1	17	6	460	6	1191
460	place	19.83435	1	17	7	461	5	34479
461	and	13.2433	1	17	8	462	3	2510744
462	through	15.96865	1	17	9	463	7	66920
463	the	8.87045	1	17	10	464	3	5611464
464	heart	19.8468	1	17	11	465	5	6098
465	with	14.34045	1	17	12	466	4	634654
466	his	13.3614	1	17	13	467	3	438174
467	fine	20.672849999999997	1	17	14	468	4	3725
468	arrows	24.6498	1	17	15	469	6	474
469	shot	19.96085	1	17	16	470	4	13666
470	the	9.1493	1	17	17	471	3	5611464
471	boar.	41.88575	1	17	18	472	5	0
472	Now	11.85755	1	18	1	473	3	2928
473	the	9.0586	1	18	2	474	3	5611464
474	problem	20.57965	1	18	3	475	7	5886
475	was	14.5563	1	18	4	476	3	1080224
476	no	16.19075	1	18	5	477	2	58610
477	longer	23.418	1	18	6	478	6	10123
478	to	13.0502	1	18	7	479	2	1988038
479	kill	20.904600000000002	1	18	8	480	4	5158
480	the	9.0086	1	18	9	481	3	5611464
481	boar.	41.88575	1	18	10	482	5	0
482	It	6.88535	1	19	1	483	2	119805
483	was	14.3941	1	19	2	484	3	1080224
484	to	12.99665	1	19	3	485	2	1988038
485	find	20.5203	1	19	4	486	4	12416
486	a	12.293800000000001	1	19	5	487	1	1684274
487	way	22.037750000000003	1	19	6	488	3	28038
488	to	13.099450000000001	1	19	7	489	2	1988038
489	carry	20.227400000000003	1	19	8	490	5	4918
490	the	9.115450000000001	1	19	9	491	3	5611464
491	boar	25.0882	1	19	10	492	4	199
492	back.	34.766850000000005	1	19	11	493	5	0
493	The	2.4707	1	20	1	494	3	857972
494	head	18.0565	1	20	2	495	4	19105
495	was	14.5728	1	20	3	496	3	1080224
496	too	19.9857	1	20	4	497	3	19076
497	heavy	17.85335	1	20	5	498	5	15972
498	for	14.170449999999999	1	20	6	499	3	677963
499	the	8.7874	1	20	7	500	3	5611464
500	little	20.094450000000002	1	20	8	501	6	18277
501	huntsman	40.117050000000006	1	20	9	502	8	25
502	to	12.989450000000001	1	20	10	503	2	1988038
503	carry	20.227400000000003	1	20	11	504	5	4918
504	back	18.1025	1	20	12	505	4	41842
505	to	12.9695	1	20	13	506	2	1988038
506	the	8.971	1	20	14	507	3	5611464
507	Manor	17.2216	1	20	15	508	5	1110
508	House,	32.33215	1	20	16	509	6	0
509	but	17.318399999999997	1	20	17	510	3	204206
510	the	9.15585	1	20	18	511	3	5611464
511	huntsman,	58.68665	1	20	19	512	9	0
512	who	17.18535	1	20	20	513	3	155994
513	was	14.408249999999999	1	20	21	514	3	1080224
514	as	13.04245	1	20	22	515	2	677897
515	quick-witted	77.57140000000001	1	20	23	516	12	0
516	and	12.940850000000001	1	20	24	517	3	2510744
517	cunning	22.53845	1	20	25	518	7	190
518	as	13.001249999999999	1	20	26	519	2	677897
519	ever,	39.36605	1	20	27	520	5	0
520	asked	19.09785	1	20	28	521	5	11868
521	himself,	36.5456	1	20	29	522	8	0
522	'What	49.4067	1	20	30	523	5	0
523	else	24.158099999999997	1	20	31	524	4	3289
524	can	16.528100000000002	1	20	32	525	3	60795
525	I	9.0488	1	20	33	526	1	109857
526	do	19.2959	1	20	34	527	2	26989
527	to	13.01225	1	20	35	528	2	1988038
528	prove	20.48665	1	20	36	529	5	2198
529	I	8.9571	1	20	37	530	1	109857
530	killed	19.003549999999997	1	20	38	531	6	18608
531	the	9.0458	1	20	39	532	3	5611464
532	boar?'	73.60499999999999	1	20	40	533	6	0
533	The	2.56555	1	20	41	534	3	857972
534	next	16.48385	1	20	42	535	4	30720
535	instance	22.80325	1	20	43	536	8	2981
536	he	17.47625	1	20	44	537	2	319750
537	opened	17.32855	1	20	45	538	6	16442
538	the	9.0898	1	20	46	539	3	5611464
539	boar's	60.0132	1	20	47	540	6	0
540	mouth	18.42575	1	20	48	541	5	4330
541	and	12.96545	1	20	49	542	3	2510744
542	cut	18.717799999999997	1	20	50	543	3	10652
543	out	17.6385	1	20	51	544	3	91010
544	its	14.9505	1	20	52	545	3	175682
545	tongue,	39.804649999999995	1	20	53	546	7	0
546	taking	19.0273	1	20	54	547	6	12900
547	that	16.079	1	20	55	548	4	682579
548	as	13.021550000000001	1	20	56	549	2	677897
549	proof	22.42085	1	20	57	550	5	1522
550	for	14.09745	1	20	58	551	3	677963
551	the	8.7874	1	20	59	552	3	5611464
552	Lord.	30.3848	1	20	60	553	5	0
553	He	9.526250000000001	1	21	1	554	2	141829
554	set	16.505850000000002	1	21	2	555	3	35958
555	out	17.670499999999997	1	21	3	556	3	91010
556	for	13.918099999999999	1	21	4	557	3	677963
557	the	8.7874	1	21	5	558	3	5611464
558	Manor	17.2216	1	21	6	559	5	1110
559	House	13.75265	1	21	7	560	5	16690
560	as	13.01785	1	21	8	561	2	677897
561	quickly	19.12825	1	21	9	562	7	11642
562	as	12.94685	1	21	10	563	2	677897
563	he	17.43155	1	21	11	564	2	319750
564	could	19.5992	1	21	12	565	5	54183
565	and	13.19195	1	21	13	566	3	2510744
566	he	17.214199999999998	1	21	14	567	2	319750
567	had	16.08985	1	21	15	568	3	293952
568	only	16.93965	1	21	16	569	4	94174
569	been	18.1572	1	21	17	570	4	152863
570	gone	21.767	1	21	18	571	4	3235
571	a	12.33635	1	21	19	572	1	1684274
572	few	19.1961	1	21	20	573	3	25433
573	minutes	21.9397	1	21	21	574	7	13814
574	when	15.256450000000001	1	21	22	575	4	102472
575	a	12.244299999999999	1	21	23	576	1	1684274
576	second	16.44195	1	21	24	577	6	67095
577	huntsman,	58.72135	1	21	25	578	9	0
578	not	15.306249999999999	1	21	26	579	3	195742
579	so	17.82705	1	21	27	580	2	54126
580	bold	19.9728	1	21	28	581	4	806
581	as	13.0777	1	21	29	582	2	677897
582	the	8.921299999999999	1	21	30	583	3	5611464
583	first	13.215150000000001	1	21	31	584	5	190463
584	but	17.1223	1	21	32	585	3	204206
585	a	12.4438	1	21	33	586	1	1684274
586	little	20.09695	1	21	34	587	6	18277
587	more	16.3446	1	21	35	588	4	110495
588	cunning,	41.31355	1	21	36	589	8	0
589	came	19.36685	1	21	37	590	4	27108
590	on	13.56035	1	21	38	591	2	691658
591	the	8.752749999999999	1	21	39	592	3	5611464
592	scene.	36.83675	1	21	40	593	6	0
593	Seeing	14.996749999999999	1	22	1	594	6	429
